task_id,difficulty,n,arrival_sim,start_sim,end_sim,status,cost,real_duration_sec,waiting_time_mili_sec,time_in_system_mili_sec
39,hard,15,08:03:04,08:03:06,08:10:30,COMPLETED,33175.0,7396.4,2.99,446.76
40,hard,15,08:04:54,08:04:55,08:10:49,COMPLETED,28128.0,5892.5,1.63,355.15
56,hard,15,08:12:20,08:12:20,08:17:06,COMPLETED,37523.0,4777.7,0.30,286.89
26,hard,15,08:14:20,08:14:22,08:18:02,COMPLETED,29298.0,3670.5,2.01,222.13
8,hard,15,08:05:37,08:05:37,08:28:20,COMPLETED,31836.0,22711.4,0.94,1363.70
43,hard,15,08:17:42,08:17:43,08:34:59,COMPLETED,37135.0,17271.9,1.67,1037.95
5,hard,15,08:06:31,08:06:32,08:42:17,COMPLETED,30428.0,35746.3,1.66,2146.48
1,hard,15,08:24:38,08:24:39,08:43:52,COMPLETED,30042.0,19217.3,1.43,1154.20
11,hard,15,08:25:30,08:25:34,08:45:01,COMPLETED,30465.0,19447.6,4.66,1171.42
12,hard,15,08:27:07,08:27:12,08:45:20,COMPLETED,35690.0,18120.4,5.96,1093.07
29,hard,15,08:07:10,08:07:15,08:49:41,COMPLETED,28014.0,42431.8,5.42,2551.29
54,hard,15,08:24:05,08:24:08,08:54:53,COMPLETED,26922.0,30747.3,3.74,1848.49
16,hard,15,08:55:18,08:55:18,08:57:14,COMPLETED,30977.0,1925.4,0.79,116.08
48,hard,15,08:03:02,08:03:06,08:58:29,COMPLETED,30388.0,55379.9,4.99,3327.76
31,hard,15,08:16:20,08:16:23,09:01:00,COMPLETED,33006.0,44618.6,3.90,2680.97
33,hard,15,08:23:49,08:23:50,09:02:16,COMPLETED,31059.0,38438.7,1.36,2307.62
22,hard,15,08:34:18,08:34:22,09:02:41,COMPLETED,33979.0,28322.5,4.65,1703.86
17,hard,15,08:25:30,08:25:34,09:03:07,COMPLETED,37689.0,37543.9,4.66,2257.23
3,hard,15,08:41:58,08:41:58,09:03:32,COMPLETED,33187.0,21576.7,0.59,1294.99
35,hard,15,08:25:57,08:25:59,09:09:31,COMPLETED,34215.0,43543.1,2.27,2614.82
32,hard,15,08:25:57,08:25:59,09:13:06,COMPLETED,30698.0,47126.0,2.27,2829.74
2,hard,15,08:29:55,08:29:59,09:13:32,COMPLETED,29377.0,43540.4,4.83,2617.17
25,hard,15,08:24:00,08:24:02,09:13:44,COMPLETED,28169.0,49707.0,2.59,2984.94
41,hard,15,08:58:55,08:59:01,09:19:46,COMPLETED,28842.0,20765.6,6.08,1251.64
65,hard,15,08:19:09,08:19:09,09:20:31,COMPLETED,27111.0,61368.9,0.50,3682.58
