task_id,difficulty,n,arrival_sim,start_sim,end_sim,status,cost,real_duration_sec,waiting_time_mili_sec,time_in_system_mili_sec
8,medium,13,08:01:10,08:01:12,08:02:18,COMPLETED,26630.0,1106.6,2.57,68.95
24,medium,13,08:00:43,08:00:48,08:02:37,COMPLETED,28444.0,1815.9,5.14,114.08
6,easy,12,08:02:25,08:02:31,08:03:25,COMPLETED,26797.0,904.9,6.01,60.29
39,medium,13,08:01:13,08:01:18,08:03:31,COMPLETED,26510.0,2211.8,5.63,138.33
35,easy,11,08:04:58,08:05:01,08:05:37,COMPLETED,28586.0,604.0,3.51,39.75
14,easy,11,08:05:42,08:05:43,08:05:49,COMPLETED,23604.0,101.0,1.78,7.84
34,easy,12,08:10:29,08:10:32,08:11:08,COMPLETED,27694.0,603.7,3.33,39.54
11,easy,11,08:12:01,08:12:02,08:12:08,COMPLETED,25150.0,101.2,1.72,7.78
13,medium,13,08:10:58,08:11:02,08:12:26,COMPLETED,32220.0,1406.5,4.47,88.85
19,easy,11,08:13:00,08:13:02,08:13:51,COMPLETED,36328.0,803.1,2.93,51.11
37,easy,11,08:16:45,08:16:45,08:16:51,COMPLETED,25602.0,103.0,0.71,6.86
33,easy,12,08:15:49,08:15:51,08:17:46,COMPLETED,27920.0,1914.0,2.42,117.14
15,medium,13,08:15:28,08:15:33,08:17:58,COMPLETED,39084.0,2417.8,5.32,150.36
23,medium,13,08:17:42,08:17:46,08:20:17,COMPLETED,28618.0,2519.0,4.14,155.34
10,medium,13,08:18:41,08:18:46,08:20:35,COMPLETED,34308.0,1812.6,5.72,114.46
5,easy,11,08:21:35,08:21:35,08:21:41,COMPLETED,27678.0,101.5,0.69,6.76
16,medium,13,08:17:42,08:17:46,08:24:36,COMPLETED,38871.0,6837.6,4.14,414.43
25,easy,12,08:27:56,08:28:01,08:28:49,COMPLETED,21086.0,809.7,5.37,53.94
17,easy,12,08:28:09,08:28:13,08:29:08,COMPLETED,26704.0,908.4,4.57,59.05
7,medium,13,08:30:45,08:30:50,08:31:26,COMPLETED,29966.0,605.2,5.64,41.92
26,easy,11,08:36:54,08:36:59,08:37:17,COMPLETED,31864.0,305.7,5.48,23.74
20,medium,13,08:35:37,08:35:40,08:38:42,COMPLETED,33303.0,3031.7,3.79,185.65
29,easy,11,08:39:31,08:39:31,08:40:07,COMPLETED,28623.0,608.8,0.08,36.53
2,medium,14,08:29:55,08:29:56,08:40:37,COMPLETED,30311.0,10693.7,1.29,642.90
1,hard,15,08:24:38,08:24:42,08:41:50,COMPLETED,30042.0,17138.5,4.47,1032.75
22,easy,11,08:41:33,08:41:38,08:41:56,COMPLETED,26906.0,307.8,5.47,23.88
9,medium,13,08:40:45,08:40:50,08:45:47,COMPLETED,25998.0,4951.8,5.00,302.08
28,medium,13,08:43:42,08:43:45,08:46:41,COMPLETED,24466.0,2927.6,3.93,179.55
4,medium,13,08:40:17,08:40:19,08:48:30,COMPLETED,34016.0,8178.9,2.70,493.40
32,easy,11,08:50:49,08:50:49,08:50:55,COMPLETED,32238.0,102.6,0.54,6.65
