task_id,difficulty,n,arrival_sim,start_sim,end_sim,status,cost,real_duration_sec,waiting_time_sec,time_in_system_sec
196,easy,11,14:23:14,14:23:15,14:23:21,COMPLETED,24007.0,0.1025,"1.01, f{(task.end_time - task.arrival_time_offset):.2f}"
207,medium,14,14:07:36,14:07:37,14:24:03,COMPLETED,33278.0,16.4294,"1.76, f{(task.end_time - task.arrival_time_offset):.2f}"
203,easy,12,14:22:08,14:22:08,14:24:03,COMPLETED,33418.0,1.9198,"0.37, f{(task.end_time - task.arrival_time_offset):.2f}"
191,easy,12,14:31:28,14:31:30,14:34:02,COMPLETED,30445.0,2.5296,"2.43, f{(task.end_time - task.arrival_time_offset):.2f}"
188,easy,12,14:33:08,14:33:13,14:34:02,COMPLETED,24497.0,0.8114,"5.54, f{(task.end_time - task.arrival_time_offset):.2f}"
202,medium,13,14:31:23,14:31:24,14:36:03,COMPLETED,26394.0,4.6595,"1.34, f{(task.end_time - task.arrival_time_offset):.2f}"
198,medium,13,14:35:35,14:35:39,14:39:48,COMPLETED,30815.0,4.1541,"4.47, f{(task.end_time - task.arrival_time_offset):.2f}"
190,easy,12,14:41:04,14:41:07,14:41:25,COMPLETED,30267.0,0.3047,"3.40, f{(task.end_time - task.arrival_time_offset):.2f}"
183,medium,14,14:32:55,14:32:55,14:42:08,COMPLETED,26088.0,9.2144,"0.29, f{(task.end_time - task.arrival_time_offset):.2f}"
184,medium,14,14:41:57,14:42:01,14:43:08,COMPLETED,32111.0,1.1128,"4.99, f{(task.end_time - task.arrival_time_offset):.2f}"
205,medium,14,14:34:45,14:34:50,14:48:05,COMPLETED,37773.0,13.2417,"5.85, f{(task.end_time - task.arrival_time_offset):.2f}"
199,easy,11,14:48:15,14:48:17,14:48:29,COMPLETED,28982.0,0.2030,"2.44, f{(task.end_time - task.arrival_time_offset):.2f}"
195,easy,11,14:48:42,14:48:47,14:48:59,COMPLETED,26609.0,0.2030,"5.74, f{(task.end_time - task.arrival_time_offset):.2f}"
204,medium,14,14:36:19,14:36:22,14:50:12,COMPLETED,27881.0,13.8447,"3.12, f{(task.end_time - task.arrival_time_offset):.2f}"
209,medium,13,14:52:51,14:52:56,14:54:02,COMPLETED,26877.0,1.1114,"5.16, f{(task.end_time - task.arrival_time_offset):.2f}"
197,medium,14,14:49:13,14:49:18,15:00:18,COMPLETED,30099.0,11.0032,"5.05, f{(task.end_time - task.arrival_time_offset):.2f}"
239,medium,13,15:01:00,15:01:00,15:04:20,COMPLETED,35914.0,3.3342,"0.58, f{(task.end_time - task.arrival_time_offset):.2f}"
229,easy,11,15:04:32,15:04:32,15:04:44,COMPLETED,28311.0,0.2031,"0.70, f{(task.end_time - task.arrival_time_offset):.2f}"
192,medium,14,14:59:43,14:59:47,15:06:09,COMPLETED,34866.0,6.3627,"4.78, f{(task.end_time - task.arrival_time_offset):.2f}"
235,easy,12,15:14:18,15:14:19,15:15:44,COMPLETED,35472.0,1.4143,"1.98, f{(task.end_time - task.arrival_time_offset):.2f}"
212,easy,11,15:16:35,15:16:39,15:16:51,COMPLETED,27841.0,0.2036,"4.32, f{(task.end_time - task.arrival_time_offset):.2f}"
218,medium,14,15:16:36,15:16:39,15:22:25,COMPLETED,27890.0,5.7651,"3.32, f{(task.end_time - task.arrival_time_offset):.2f}"
201,hard,16,14:34:18,14:34:20,15:26:34,COMPLETED,34932.0,52.2279,"2.39, f{(task.end_time - task.arrival_time_offset):.2f}"
221,easy,11,15:26:40,15:26:40,15:26:52,COMPLETED,23961.0,0.2036,"0.12, f{(task.end_time - task.arrival_time_offset):.2f}"
227,easy,12,15:28:33,15:28:35,15:29:23,COMPLETED,34143.0,0.8109,"2.26, f{(task.end_time - task.arrival_time_offset):.2f}"
214,medium,14,15:24:37,15:24:38,15:33:14,COMPLETED,32380.0,8.6038,"1.63, f{(task.end_time - task.arrival_time_offset):.2f}"
237,easy,11,15:35:22,15:35:22,15:35:28,COMPLETED,24992.0,0.1033,"0.50, f{(task.end_time - task.arrival_time_offset):.2f}"
224,easy,12,15:34:47,15:34:51,15:35:52,COMPLETED,27441.0,1.0163,"4.99, f{(task.end_time - task.arrival_time_offset):.2f}"
230,easy,11,15:37:12,15:37:18,15:37:36,COMPLETED,24312.0,0.3061,"6.06, f{(task.end_time - task.arrival_time_offset):.2f}"
222,easy,11,15:37:27,15:37:30,15:37:36,COMPLETED,25394.0,0.1034,"3.24, f{(task.end_time - task.arrival_time_offset):.2f}"
236,easy,11,15:37:54,15:37:54,15:38:00,COMPLETED,27738.0,0.1029,"0.60, f{(task.end_time - task.arrival_time_offset):.2f}"
220,medium,14,15:36:55,15:36:59,15:39:07,COMPLETED,26513.0,2.1315,"4.79, f{(task.end_time - task.arrival_time_offset):.2f}"
215,easy,11,15:38:50,15:38:55,15:39:13,COMPLETED,31587.0,0.3068,"5.36, f{(task.end_time - task.arrival_time_offset):.2f}"
226,easy,11,15:39:00,15:39:01,15:39:31,COMPLETED,31202.0,0.5082,"1.49, f{(task.end_time - task.arrival_time_offset):.2f}"
234,easy,11,15:41:44,15:41:45,15:41:57,COMPLETED,27254.0,0.2068,"1.37, f{(task.end_time - task.arrival_time_offset):.2f}"
238,medium,14,15:30:57,15:31:00,15:43:04,COMPLETED,28529.0,12.0613,"3.90, f{(task.end_time - task.arrival_time_offset):.2f}"
233,easy,11,15:44:59,15:44:59,15:45:06,COMPLETED,22775.0,0.1044,"0.84, f{(task.end_time - task.arrival_time_offset):.2f}"
219,easy,11,15:46:04,15:46:06,15:46:18,COMPLETED,31114.0,0.2050,"2.74, f{(task.end_time - task.arrival_time_offset):.2f}"
216,medium,14,15:29:06,15:29:11,15:48:50,COMPLETED,32457.0,19.6493,"5.66, f{(task.end_time - task.arrival_time_offset):.2f}"
232,medium,13,15:49:22,15:49:26,15:50:15,COMPLETED,31911.0,0.8100,"4.90, f{(task.end_time - task.arrival_time_offset):.2f}"
225,easy,12,15:50:21,15:50:21,15:50:33,COMPLETED,28254.0,0.2039,"0.54, f{(task.end_time - task.arrival_time_offset):.2f}"
217,hard,15,15:19:53,15:19:53,15:51:10,COMPLETED,33237.0,31.2788,"0.39, f{(task.end_time - task.arrival_time_offset):.2f}"
210,easy,11,15:51:11,15:51:16,15:51:40,COMPLETED,32106.0,0.4054,"5.16, f{(task.end_time - task.arrival_time_offset):.2f}"
223,medium,13,15:52:30,15:52:34,15:53:47,COMPLETED,26194.0,1.2134,"4.91, f{(task.end_time - task.arrival_time_offset):.2f}"
231,medium,13,15:55:03,15:55:06,15:59:02,COMPLETED,30959.0,3.9391,"3.39, f{(task.end_time - task.arrival_time_offset):.2f}"
269,easy,12,16:04:37,16:04:41,16:04:53,COMPLETED,27631.0,0.2040,"4.75, f{(task.end_time - task.arrival_time_offset):.2f}"
257,easy,12,16:10:01,16:10:03,16:10:21,COMPLETED,25081.0,0.3080,"2.24, f{(task.end_time - task.arrival_time_offset):.2f}"
252,easy,11,16:10:12,16:10:15,16:10:27,COMPLETED,26334.0,0.2062,"3.45, f{(task.end_time - task.arrival_time_offset):.2f}"
250,easy,11,16:11:26,16:11:28,16:11:34,COMPLETED,23655.0,0.1034,"2.51, f{(task.end_time - task.arrival_time_offset):.2f}"
259,easy,12,16:08:38,16:08:38,16:11:46,COMPLETED,30171.0,3.1453,"0.21, f{(task.end_time - task.arrival_time_offset):.2f}"
248,easy,12,16:13:30,16:13:30,16:13:48,COMPLETED,28183.0,0.3049,"0.12, f{(task.end_time - task.arrival_time_offset):.2f}"
243,medium,13,16:13:30,16:13:30,16:13:54,COMPLETED,25804.0,0.4070,"0.12, f{(task.end_time - task.arrival_time_offset):.2f}"
244,medium,13,16:12:18,16:12:23,16:14:06,COMPLETED,27570.0,1.7218,"5.38, f{(task.end_time - task.arrival_time_offset):.2f}"
228,hard,15,15:50:13,15:50:15,16:19:33,COMPLETED,37409.0,29.3105,"2.41, f{(task.end_time - task.arrival_time_offset):.2f}"
258,easy,11,16:21:15,16:21:17,16:21:47,COMPLETED,24286.0,0.5075,"2.24, f{(task.end_time - task.arrival_time_offset):.2f}"
267,easy,11,16:21:01,16:21:04,16:21:53,COMPLETED,34093.14530404606,0.8130,"3.99, f{(task.end_time - task.arrival_time_offset):.2f}"
245,medium,13,16:21:07,16:21:11,16:24:07,COMPLETED,33605.0,2.9375,"4.12, f{(task.end_time - task.arrival_time_offset):.2f}"
256,easy,12,16:23:52,16:23:55,16:24:25,COMPLETED,26901.0,0.5077,"3.15, f{(task.end_time - task.arrival_time_offset):.2f}"
262,easy,12,16:24:42,16:24:43,16:25:08,COMPLETED,27558.0,0.4073,"1.75, f{(task.end_time - task.arrival_time_offset):.2f}"
247,easy,12,16:29:36,16:29:41,16:29:53,COMPLETED,24382.0,0.2063,"5.26, f{(task.end_time - task.arrival_time_offset):.2f}"
249,medium,14,16:27:21,16:27:21,16:33:57,COMPLETED,28515.0,6.5939,"0.51, f{(task.end_time - task.arrival_time_offset):.2f}"
264,easy,12,16:34:36,16:34:39,16:35:03,COMPLETED,27631.0,0.4060,"3.53, f{(task.end_time - task.arrival_time_offset):.2f}"
240,easy,11,16:37:13,16:37:17,16:37:29,COMPLETED,25378.0,0.2038,"4.18, f{(task.end_time - task.arrival_time_offset):.2f}"
253,easy,11,16:37:59,16:37:59,16:38:30,COMPLETED,32992.0,0.5074,"0.70, f{(task.end_time - task.arrival_time_offset):.2f}"
268,easy,11,16:38:45,16:38:48,16:38:54,COMPLETED,26727.0,0.1029,"3.30, f{(task.end_time - task.arrival_time_offset):.2f}"
241,easy,11,16:39:29,16:39:30,16:39:49,COMPLETED,28724.0,0.3058,"1.78, f{(task.end_time - task.arrival_time_offset):.2f}"
211,hard,15,15:06:20,15:06:21,16:41:02,COMPLETED,32826.0,94.6748,"1.62, f{(task.end_time - task.arrival_time_offset):.2f}"
242,easy,12,16:42:37,16:42:39,16:43:27,COMPLETED,30968.0,0.8121,"2.21, f{(task.end_time - task.arrival_time_offset):.2f}"
266,easy,12,16:44:48,16:44:53,16:44:59,COMPLETED,23124.0,0.1040,"5.02, f{(task.end_time - task.arrival_time_offset):.2f}"
260,easy,12,16:43:36,16:43:40,16:47:30,COMPLETED,37262.0,3.8492,"4.05, f{(task.end_time - task.arrival_time_offset):.2f}"
213,hard,16,15:10:57,15:11:00,16:48:55,COMPLETED,32320.0,97.9291,"3.04, f{(task.end_time - task.arrival_time_offset):.2f}"
73,hard,16,10:20:48,10:20:49,16:51:51,COMPLETED,31989.0,391.0356,"1.33, f{(task.end_time - task.arrival_time_offset):.2f}"
265,easy,11,16:53:41,16:53:46,16:53:52,COMPLETED,28642.0,0.1042,"5.70, f{(task.end_time - task.arrival_time_offset):.2f}"
246,easy,12,16:53:32,16:53:34,16:54:11,COMPLETED,28364.0,0.6112,"2.50, f{(task.end_time - task.arrival_time_offset):.2f}"
254,medium,13,16:56:59,16:57:00,16:57:49,COMPLETED,30832.0,0.8083,"1.71, f{(task.end_time - task.arrival_time_offset):.2f}"
255,medium,13,16:58:08,16:58:13,17:02:15,COMPLETED,28210.0,4.0370,"5.38, f{(task.end_time - task.arrival_time_offset):.2f}"
283,easy,11,17:02:52,17:02:57,17:03:28,COMPLETED,35806.0,0.5055,"5.91, f{(task.end_time - task.arrival_time_offset):.2f}"
282,easy,11,17:05:32,17:05:35,17:05:41,COMPLETED,20378.0,0.1024,"3.20, f{(task.end_time - task.arrival_time_offset):.2f}"
279,easy,11,17:06:25,17:06:29,17:06:35,COMPLETED,28942.0,0.1023,"4.68, f{(task.end_time - task.arrival_time_offset):.2f}"
291,easy,11,17:10:24,17:10:25,17:10:32,COMPLETED,21030.0,0.1025,"1.90, f{(task.end_time - task.arrival_time_offset):.2f}"
273,easy,11,17:17:43,17:17:48,17:17:55,COMPLETED,25617.0,0.1028,"5.97, f{(task.end_time - task.arrival_time_offset):.2f}"
294,medium,13,17:16:33,17:16:35,17:18:25,COMPLETED,26108.0,1.8279,"2.85, f{(task.end_time - task.arrival_time_offset):.2f}"
270,easy,11,17:19:07,17:19:08,17:19:20,COMPLETED,27028.0,0.2055,"1.09, f{(task.end_time - task.arrival_time_offset):.2f}"
295,medium,14,17:12:37,17:12:39,17:19:32,COMPLETED,31560.0,6.8893,"2.22, f{(task.end_time - task.arrival_time_offset):.2f}"
274,easy,11,17:20:45,17:20:45,17:20:57,COMPLETED,29678.0,0.2038,"0.59, f{(task.end_time - task.arrival_time_offset):.2f}"
278,medium,13,17:19:41,17:19:44,17:21:58,COMPLETED,28419.0,2.2312,"3.65, f{(task.end_time - task.arrival_time_offset):.2f}"
298,medium,14,17:09:39,17:09:43,17:24:30,COMPLETED,25633.0,14.7806,"4.46, f{(task.end_time - task.arrival_time_offset):.2f}"
285,easy,11,17:24:13,17:24:18,17:24:36,COMPLETED,24238.0,0.3052,"5.07, f{(task.end_time - task.arrival_time_offset):.2f}"
288,medium,14,17:21:42,17:21:46,17:25:06,COMPLETED,34084.0,3.3405,"4.27, f{(task.end_time - task.arrival_time_offset):.2f}"
276,medium,13,17:23:41,17:23:41,17:25:18,COMPLETED,32004.0,1.6209,"0.59, f{(task.end_time - task.arrival_time_offset):.2f}"
281,easy,11,17:26:40,17:26:43,17:26:49,COMPLETED,24453.0,0.1027,"3.65, f{(task.end_time - task.arrival_time_offset):.2f}"
280,easy,12,17:26:33,17:26:37,17:26:55,COMPLETED,23550.0,0.3060,"4.53, f{(task.end_time - task.arrival_time_offset):.2f}"
272,medium,14,17:10:23,17:10:25,17:27:20,COMPLETED,26143.0,16.9039,"2.90, f{(task.end_time - task.arrival_time_offset):.2f}"
287,easy,12,17:28:48,17:28:50,17:29:15,COMPLETED,28165.0,0.4086,"2.92, f{(task.end_time - task.arrival_time_offset):.2f}"
299,medium,13,17:30:05,17:30:09,17:30:40,COMPLETED,24209.0,0.5093,"4.97, f{(task.end_time - task.arrival_time_offset):.2f}"
297,medium,13,17:29:05,17:29:09,17:30:52,COMPLETED,29362.0,1.7240,"4.27, f{(task.end_time - task.arrival_time_offset):.2f}"
286,easy,11,17:30:41,17:30:46,17:30:58,COMPLETED,21187.0,0.2034,"5.57, f{(task.end_time - task.arrival_time_offset):.2f}"
271,easy,11,17:35:09,17:35:12,17:35:43,COMPLETED,28184.0,0.5056,"3.85, f{(task.end_time - task.arrival_time_offset):.2f}"
293,easy,12,17:43:05,17:43:05,17:43:47,COMPLETED,30907.0,0.7085,"0.46, f{(task.end_time - task.arrival_time_offset):.2f}"
289,easy,11,17:45:13,17:45:18,17:45:30,COMPLETED,30114.0,0.2033,"5.72, f{(task.end_time - task.arrival_time_offset):.2f}"
284,easy,11,17:46:39,17:46:43,17:46:49,COMPLETED,21146.0,0.1024,"4.48, f{(task.end_time - task.arrival_time_offset):.2f}"
292,medium,13,17:49:34,17:49:39,17:55:49,COMPLETED,24613.0,6.1717,"5.25, f{(task.end_time - task.arrival_time_offset):.2f}"
277,medium,13,17:53:10,17:53:11,17:57:02,COMPLETED,27493.0,3.8444,"1.63, f{(task.end_time - task.arrival_time_offset):.2f}"
296,medium,13,17:55:46,17:55:49,17:58:21,COMPLETED,30056.0,2.5271,"3.46, f{(task.end_time - task.arrival_time_offset):.2f}"
71,hard,16,10:25:27,10:25:28,18:00:00,UNFINISHED,-1,-1,-1
113,hard,16,11:58:04,11:58:04,18:00:00,UNFINISHED,-1,-1,-1
148,hard,16,12:35:29,12:35:34,18:00:00,UNFINISHED,-1,-1,-1
206,hard,16,14:27:50,14:27:53,18:00:00,UNFINISHED,-1,-1,-1
263,hard,15,16:10:51,16:10:52,18:00:00,UNFINISHED,-1,-1,-1
261,medium,14,16:23:06,16:23:06,18:00:00,UNFINISHED,-1,-1,-1
251,hard,15,16:24:46,16:24:49,18:00:00,UNFINISHED,-1,-1,-1
275,hard,15,17:38:13,17:38:14,18:00:00,UNFINISHED,-1,-1,-1
290,medium,13,17:59:25,17:59:27,18:00:00,UNFINISHED,-1,-1,-1
