task_id,difficulty,n,arrival_sim,start_sim,end_sim,status,cost,real_duration_sec
3,easy,11,08:01:10,08:01:12,08:02:04,COMPLETED,29969.0,0.8782
0,easy,12,08:02:06,08:02:10,08:02:50,COMPLETED,32703.0,0.6720
4,easy,11,08:46:05,08:46:07,08:46:35,COMPLETED,27834.0,0.4671
1,easy,11,08:46:59,08:46:59,08:47:45,COMPLETED,28622.87430960022,0.7740
2,medium,13,08:55:30,08:55:35,08:58:16,COMPLETED,36803.0,2.6982
9,easy,11,09:00:35,09:00:35,09:01:33,COMPLETED,30973.0,0.9826
5,medium,14,09:02:51,09:02:52,09:06:02,COMPLETED,31189.0,3.1738
