test_id,n,city_index,cost,syncs,duration_sec,machine_info
Test 7,18,7-2,41655.0,1,0.6431,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-3,41655.0,0,0.0665,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-4,41655.0,1,0.6384,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-5,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-6,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-8,41655.0,0,0.0008,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-9,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-10,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-11,41252.2962280398,5,2.7344,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-12,41655.0,2,1.4487,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-13,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-14,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-15,41655.0,0,0.0001,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-16,41655.0,0,0.1506,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,7-17,41655.0,0,0.0153,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-1,41655.0,0,0.2216,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-2,41655.0,0,0.2331,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-3,41655.0,0,0.1499,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-4,40889.287428159565,5,2.6467,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-5,41252.2962280398,2,1.2766,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-6,41655.0,0,0.0003,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-7,41655.0,0,0.0921,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-9,41655.0,0,0.0048,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-10,41655.0,0,0.0015,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-11,41243.0,3,1.6365,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-12,41252.0,0,0.0231,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-13,41243.0,0,0.0003,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-14,41252.0,0,0.0007,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-15,41243.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-16,41243.0,0,0.0020,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,8-17,39539.32195746635,21,10.8121,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-1,39471.0,69,34.8861,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-2,39471.0,28,14.2595,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-3,39471.0,63,31.6045,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-4,39471.0,28,14.4548,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-5,39471.0,28,14.4034,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-6,39471.0,61,30.6608,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-7,40809.0,2,1.1452,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-8,40809.0,3,1.7177,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-10,39471.0,83,41.6024,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-11,40507.0,10,5.1096,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-12,40156.0,16,8.3326,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-13,39539.32195746635,17,8.8654,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-14,39471.0,83,41.8311,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-15,39471.0,26,13.3218,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-16,39471.0,27,13.8962,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,9-17,40809.0,1,0.8968,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-1,39471.0,38,19.2935,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-2,39471.0,20,10.3884,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-3,39471.0,42,21.4918,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-4,39471.55257446351,18,9.3027,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-5,39471.55257446351,17,8.7725,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-6,39471.0,71,35.7165,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-7,40507.0,0,0.3707,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-8,40507.0,1,0.5614,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-9,39471.0,91,45.9304,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-11,40507.0,4,2.2974,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-12,39539.32195746635,10,5.1785,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-13,39471.55257446351,13,6.8909,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-14,39471.0,101,50.7404,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-15,39471.0,25,12.7543,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-16,39471.0,16,8.4984,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,10-17,40507.0,0,0.2138,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-1,40507.0,0,0.0047,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-2,40507.0,3,1.6494,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-3,40507.0,0,0.1801,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-4,39539.0,8,4.1127,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-5,40507.0,0,0.0095,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-6,40507.0,0,0.0001,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-7,39539.32195746635,5,2.9785,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-8,40507.0,0,0.0629,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-9,40507.0,0,0.0003,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-10,40507.0,0,0.0001,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-12,40156.76257900607,2,1.2879,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-13,40507.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-14,40507.0,0,0.0002,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-15,40507.0,0,0.0001,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-16,40507.0,0,0.1546,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,11-17,40507.0,0,0.4102,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-1,40507.0,0,0.0101,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-2,39471.55257446351,7,3.9885,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-3,39539.32195746635,2,1.0824,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-4,39539.32195746635,2,1.4521,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-5,40507.0,0,0.0008,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-6,40156.0,0,0.0081,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-7,39539.32195746637,1,0.9505,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-8,40156.0,0,0.0002,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-9,40156.0,0,0.0011,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-10,40156.0,0,0.0003,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-11,39539.32195746635,1,0.8890,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-13,40156.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-14,40156.0,0,0.0011,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-15,40156.0,0,0.0167,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-16,39539.0,2,1.4396,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,12-17,40156.0,0,0.0026,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-1,39471.0,86,43.3308,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-2,39471.0,8,4.0119,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-3,39471.0,24,12.0411,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-4,39471.0,11,5.7572,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-5,39471.0,85,42.8552,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-6,39471.0,21,10.7020,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-7,39539.0,0,0.1440,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-8,39539.0,2,1.3689,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-9,39471.0,53,26.5626,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-10,39471.0,45,22.9959,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-11,39539.0,1,0.8284,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-12,39539.0,1,0.9993,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-14,39471.0,33,16.6016,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-15,39471.0,5,2.8306,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-16,39471.0,5,2.7693,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,13-17,39539.0,0,0.3512,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-1,39471.0,14,7.4450,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-2,39471.0,9,4.8190,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-3,39471.0,34,17.5350,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-4,39471.0,7,3.5325,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-5,39471.0,3,1.7469,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-6,39471.0,71,35.7682,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-7,39539.0,0,0.0768,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-8,39539.0,0,0.0564,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-9,39471.0,35,17.8912,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-10,39471.0,51,25.9981,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-11,39471.0,0,0.3867,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-12,39471.0,3,1.6275,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-13,39471.0,2,1.0503,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-15,39471.0,20,10.2306,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-16,39471.0,14,7.1886,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,14-17,39471.0,0,0.0497,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-1,39471.0,0,0.0479,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-2,39471.0,1,0.5553,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-3,39471.0,8,4.1336,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-4,39471.0,0,0.0810,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-5,39471.0,0,0.0020,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-6,39471.0,7,3.8663,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-7,39471.0,0,0.0095,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-8,39471.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-9,39471.0,0,0.1338,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-10,39471.0,0,0.0904,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-11,39471.0,0,0.0077,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-12,39471.0,0,0.3920,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-13,39471.0,0,0.0009,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-14,39471.0,0,0.3113,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-16,39471.0,12,6.0938,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,15-17,39471.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-1,39471.0,0,0.0157,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-2,39471.0,10,5.0215,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-3,39471.0,11,5.8118,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-4,39471.0,1,0.9306,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-5,39471.0,0,0.0015,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-6,39471.0,0,0.1473,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-7,39471.0,0,0.2772,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-8,39471.0,0,0.0001,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-9,39471.0,0,0.0113,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-10,39471.0,0,0.0082,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-11,39471.0,0,0.2456,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-12,39471.0,9,4.7562,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-13,39471.0,0,0.0001,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-14,39471.0,0,0.0576,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-15,39471.0,2,1.0605,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,16-17,39471.0,0,0.0005,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-1,39471.0,0,0.0001,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-2,39471.0,0,0.0006,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-3,39471.0,0,0.0001,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-4,39471.0,0,0.0793,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-5,39471.0,0,0.0026,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-6,39471.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-7,39471.0,0,0.0095,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-8,39471.0,0,0.4718,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-9,39471.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-10,39471.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-11,39471.0,0,0.1374,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-12,39471.0,0,0.0002,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-13,39471.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-14,39471.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-15,39471.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,17-16,39471.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:500
Test 7,18,1-2,39471.0,34,34.2606,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-3,39471.0,46,46.2082,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-4,39471.0,43,44.1609,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-5,39471.0,55,55.2520,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-6,39471.0,27,27.2169,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-7,41243.94827338153,13,13.7389,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-8,39539.0,25,25.2506,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-9,39471.0,37,37.9463,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-10,39471.0,29,29.1944,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-11,39539.0,25,26.1255,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-12,39539.0,25,25.5697,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-13,40507.0,22,23.1913,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-14,39471.0,30,30.7469,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-15,40507.566733091444,18,18.6977,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-16,39471.55257446351,26,27.1124,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,1-17,40507.566733091444,18,18.9566,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-1,42813.05689628758,5,5.4912,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-3,40507.0,21,21.6370,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-4,39471.0,27,27.3407,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-5,43564.63083785664,4,4.1306,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-6,42813.05689628758,5,5.6987,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-7,40809.8995908293,15,15.1430,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-8,42813.05689628758,4,4.2326,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-9,43564.63083785664,4,4.4459,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-10,43564.63083785664,3,3.1895,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-11,40507.0,19,20.0475,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-12,39471.0,28,28.2160,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-13,46058.021687107495,1,1.9172,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-14,43279.243009419566,4,4.1807,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-15,41655.749440700856,6,6.1565,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-16,40507.0,22,22.5521,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,2-17,42813.05689628758,5,5.8662,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-1,41243.94827338153,13,13.1930,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-2,39471.0,45,45.2482,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-4,39471.0,31,31.1793,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-5,41655.0,7,7.0457,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-6,40507.0,19,20.0120,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-7,40809.8995908293,15,15.3896,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-8,41655.749440700856,6,6.0420,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-9,41252.2962280398,12,12.1042,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-10,41655.0,9,9.1123,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-11,40507.0,20,20.4901,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-12,39471.0,31,31.6896,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-13,43564.63083785664,3,3.6574,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-14,40889.287428159565,13,13.7456,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-15,39539.32195746635,23,23.5821,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-16,39471.0,49,49.1349,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,3-17,41655.749440700856,6,6.3823,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-1,41655.749440700856,6,6.1931,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-2,39471.0,29,29.5284,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-3,40507.566733091444,17,17.6385,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-5,41655.749440700856,6,6.4067,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-6,42813.05689628758,4,4.4527,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-7,40507.0,18,18.0473,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-8,41655.0,8,8.2347,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-9,42813.05689628758,4,4.2199,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-10,43564.63083785664,2,2.4521,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-11,39471.0,30,30.3361,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-12,39539.32195746635,22,22.6189,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-13,44294.78053966753,1,1.3191,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-14,43564.63083785664,3,3.5882,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-15,42813.05689628758,4,4.4763,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-16,40809.8995908293,14,14.0742,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,4-17,40889.287428159565,13,13.0902,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-1,39471.0,43,43.2578,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-2,40507.0,21,21.4025,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-3,39539.0,23,23.3662,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-4,39471.0,32,32.1710,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-6,40889.287428159565,12,12.0504,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-7,41655.0,7,7.4813,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-8,39471.0,36,36.7531,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-9,40507.0,16,16.8833,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-10,40809.8995908293,12,12.6117,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-11,39539.32195746635,19,19.5896,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-12,40889.287428159565,10,10.8782,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-13,40507.0,14,14.3919,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-14,40809.8995908293,11,11.2829,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-15,41655.0,3,3.9283,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-16,40889.287428159565,9,9.6219,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,5-17,39471.55257446351,21,21.0315,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-1,40809.8995908293,10,10.9304,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-2,40507.0,15,15.9048,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-3,39471.0,30,30.6543,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-4,40809.0,10,10.9652,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-5,41655.0,3,3.3349,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-7,41655.0,0,0.8814,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-8,41655.0,0,0.2270,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-9,39539.32195746635,16,16.5977,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-10,39539.0,18,18.1976,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-11,41655.0,2,2.7572,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-12,40809.0,9,9.9377,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-13,41655.0,1,1.6276,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-14,39471.0,26,26.4257,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-15,39471.0,44,45.0207,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-16,39471.0,19,19.8570,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,6-17,41655.0,0,0.1045,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-1,41655.0,0,0.0001,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-2,41655.0,0,0.6357,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-3,41655.0,0,0.0623,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-4,41655.0,0,0.6012,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-5,41655.0,0,0.0001,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-6,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-8,41655.0,0,0.0008,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-9,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-10,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-11,41252.2962280398,3,3.2846,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-12,41655.0,1,1.7833,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-13,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-14,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-15,41655.0,0,0.0001,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-16,41655.0,0,0.1218,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,7-17,41655.0,0,0.0304,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-1,41655.0,0,0.2212,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-2,41655.0,0,0.2803,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-3,41655.0,0,0.0805,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-4,41252.2962280398,2,2.9942,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-5,41655.0,1,1.5400,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-6,41655.0,0,0.0003,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-7,41655.0,0,0.0874,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-9,41655.0,0,0.0076,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-10,41655.0,0,0.0014,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-11,41252.2962280398,2,2.5884,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-12,41655.0,0,0.1052,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-13,41655.0,0,0.0005,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-14,41655.0,0,0.0016,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-15,41655.0,0,0.0000,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-16,41655.0,0,0.0125,Cluster multithread sync_iter:100 sync_times:1000
Test 7,18,8-17,39539.32195746635,12,12.1964,Cluster multithread sync_iter:100 sync_times:1000
