task_id,difficulty,n,arrival_sim,start_sim,end_sim,status,cost,real_duration_sec,waiting_time_mili_sec,time_in_system_mili_sec
8,hard,15,08:05:37,08:05:42,08:22:35,COMPLETED,31836.0,16878.8,5.65,1018.37
5,hard,15,08:06:31,08:06:31,08:38:12,COMPLETED,30428.0,31683.6,0.17,1901.16
1,hard,15,08:24:38,08:24:41,08:42:07,COMPLETED,30042.0,17429.6,3.99,1049.76
3,hard,15,08:41:58,08:42:01,08:57:21,COMPLETED,33187.0,15324.0,3.67,923.06
2,hard,15,08:29:55,08:29:55,08:59:10,COMPLETED,29377.0,29241.0,0.77,1755.20
7,hard,15,08:50:13,08:50:17,09:16:41,COMPLETED,31927.0,26392.0,4.59,1588.09
0,hard,15,08:17:41,08:17:45,09:28:03,COMPLETED,35070.0,70297.4,4.93,4222.76
6,hard,15,08:30:01,08:30:01,09:46:03,COMPLETED,31741.0,76023.2,0.84,4562.21
12,hard,15,09:27:07,09:27:09,09:46:45,COMPLETED,35690.0,19610.4,2.28,1178.85
11,hard,15,09:25:30,09:25:32,09:49:29,COMPLETED,30465.0,23949.1,2.51,1439.44
16,hard,15,09:55:18,09:55:20,09:56:15,COMPLETED,30977.0,915.4,2.79,57.68
17,hard,15,09:25:30,09:25:32,09:59:05,COMPLETED,37689.0,33555.6,2.51,2015.86
14,hard,15,09:41:17,09:41:17,10:10:31,COMPLETED,34446.0,29247.4,0.15,1754.96
26,hard,15,10:14:20,10:14:22,10:18:43,COMPLETED,29298.0,4353.1,2.34,263.46
4,hard,15,08:58:16,08:58:21,10:25:18,COMPLETED,31524.0,86944.1,5.60,5222.23
19,hard,15,09:44:12,09:44:13,10:32:00,COMPLETED,36286.0,47778.0,1.58,2868.21
18,hard,15,09:56:05,09:56:09,10:36:09,COMPLETED,31195.0,40006.5,4.50,2404.86
29,hard,15,10:07:10,10:07:11,10:48:08,COMPLETED,28014.0,40949.3,1.16,2458.09
10,hard,15,09:30:40,09:30:41,10:48:38,COMPLETED,34899.0,77956.2,1.09,4678.45
22,hard,15,10:34:18,10:34:20,10:54:19,COMPLETED,33979.0,19978.8,2.48,1201.12
23,hard,15,10:04:04,10:04:08,11:04:57,COMPLETED,35559.0,60812.4,4.62,3653.34
25,hard,15,10:24:00,10:24:05,11:07:35,COMPLETED,28169.0,43505.3,5.23,2615.52
39,hard,15,11:03:04,11:03:07,11:09:48,COMPLETED,33175.0,6687.4,3.57,404.77
28,hard,15,10:14:33,10:14:34,11:32:21,COMPLETED,40792.0,77791.6,1.52,4668.99
9,hard,15,08:31:23,08:31:26,11:37:38,COMPLETED,31537.0,186195.0,3.41,11175.09
33,hard,15,11:23:49,11:23:51,11:53:41,COMPLETED,31059.0,29832.8,2.67,1792.59
15,hard,15,09:56:30,09:56:33,11:54:36,COMPLETED,31059.0,118039.3,3.90,7086.25
24,hard,15,10:29:24,10:29:27,11:54:36,COMPLETED,41098.0,85144.5,3.61,5112.25
31,hard,15,11:16:20,11:16:22,11:54:48,COMPLETED,33006.0,38424.5,2.97,2308.41
35,hard,15,11:25:57,11:25:59,11:59:39,COMPLETED,34215.0,33681.6,2.08,2022.98
32,hard,15,11:25:57,11:25:59,12:09:42,COMPLETED,30698.0,43716.9,2.08,2625.07
40,hard,15,12:04:54,12:04:56,12:10:36,COMPLETED,28128.0,5671.6,2.60,342.79
34,hard,15,11:34:47,11:34:47,12:33:31,COMPLETED,27345.0,58726.3,0.58,3524.13
43,hard,15,12:17:42,12:17:42,12:34:13,COMPLETED,37135.0,16522.2,0.35,991.63
36,hard,15,11:55:41,11:55:42,12:39:41,COMPLETED,35757.0,43980.5,1.99,2640.74
27,hard,15,10:09:54,10:09:55,12:45:03,COMPLETED,43032.0,155125.1,1.52,9309.01
48,hard,15,12:03:02,12:03:06,12:51:50,COMPLETED,30388.0,48733.3,4.96,2928.93
41,hard,15,12:58:55,12:58:55,13:11:08,COMPLETED,28842.0,12214.0,0.95,733.69
21,hard,15,10:53:37,10:53:42,13:13:54,COMPLETED,35809.0,140197.0,5.48,8417.28
47,hard,15,12:30:34,12:30:34,13:15:01,COMPLETED,38899.0,44443.5,0.79,2667.35
46,hard,15,12:24:30,12:24:35,13:16:20,COMPLETED,29993.0,51743.8,5.87,3110.46
56,hard,15,13:12:20,13:12:22,13:17:39,COMPLETED,37523.0,5288.9,2.28,319.53
49,hard,15,12:59:00,12:59:02,13:22:56,COMPLETED,31725.0,23911.0,2.16,1436.74
13,hard,15,09:40:19,09:40:22,13:28:43,COMPLETED,32969.0,228349.0,3.60,13704.53
54,hard,15,13:24:05,13:24:09,13:48:55,COMPLETED,26922.0,24756.1,4.99,1490.30
37,hard,15,11:55:26,11:55:30,13:57:09,COMPLETED,30524.0,121637.7,4.82,7303.06
