task_id,difficulty,n,arrival_sim,start_sim,end_sim,status,cost,real_duration_sec,waiting_time_mili_sec,time_in_system_mili_sec
10,hard,15,08:11:31,08:11:31,08:19:52,COMPLETED,34918.0,8381.9,0.28,501.67
9,easy,11,08:12:10,08:20:00,08:21:04,COMPLETED,34867.12438162032,1087.3,470.22,534.92
12,easy,12,08:15:15,08:21:11,08:21:46,COMPLETED,32063.0,592.7,356.50,391.52
2,medium,14,08:17:45,08:21:53,08:24:00,COMPLETED,32601.0,2132.2,248.10,375.56
7,easy,12,08:17:48,08:24:07,08:25:07,COMPLETED,28955.0,1006.7,379.15,439.33
4,easy,11,08:30:05,08:30:08,08:31:20,COMPLETED,28046.29266442195,1217.2,3.04,75.46
3,medium,14,08:33:32,08:33:33,08:37:11,COMPLETED,33431.0,3647.4,1.36,219.70
11,medium,14,08:39:39,08:39:42,08:42:24,COMPLETED,35446.0,2703.8,3.44,165.32
0,easy,12,08:45:29,08:45:30,08:46:53,COMPLETED,20433.0,1376.6,1.97,84.35
1,easy,11,08:46:31,08:46:59,08:47:21,COMPLETED,25936.871939686986,372.9,28.58,50.64
6,easy,11,08:48:36,08:48:40,08:49:44,COMPLETED,25010.0,1082.9,4.21,68.97
14,easy,11,08:53:14,08:53:15,08:54:13,COMPLETED,27052.895608460385,964.0,1.51,59.13
8,medium,14,08:53:55,08:54:19,08:56:26,COMPLETED,25928.0,2133.9,24.37,151.53
13,easy,12,08:54:28,08:56:33,08:57:31,COMPLETED,24659.0,976.8,125.44,183.83
5,easy,11,08:57:12,08:57:38,08:57:53,COMPLETED,27387.1371921821,266.5,26.07,41.85
18,hard,15,09:04:09,09:04:12,09:10:09,COMPLETED,26025.710455180964,5957.2,3.68,360.05
26,medium,13,09:21:00,09:21:05,09:23:28,COMPLETED,29871.05473907777,2393.2,5.19,148.36
21,easy,12,09:25:20,09:25:22,09:26:27,COMPLETED,34746.0,1071.5,2.96,67.02
17,easy,11,09:29:29,09:29:33,09:30:46,COMPLETED,28003.488914941372,1211.6,4.59,77.10
20,easy,12,09:30:38,09:30:52,09:31:17,COMPLETED,33335.6688921942,423.6,14.32,39.48
24,hard,15,09:33:41,09:33:42,09:38:23,COMPLETED,33264.433072262225,4695.4,1.12,282.29
19,hard,15,09:34:55,09:38:29,09:52:52,COMPLETED,39233.64724098546,14386.8,214.88,1077.54
28,hard,15,09:35:26,09:52:59,09:57:37,COMPLETED,28883.0,4652.5,1053.12,1331.91
16,hard,15,09:38:45,09:57:44,10:03:43,COMPLETED,28439.0,5989.8,1139.29,1498.32
22,easy,11,09:40:28,10:03:49,10:04:47,COMPLETED,27889.140446685065,967.6,1401.70,1459.49
23,medium,13,09:42:04,10:04:53,10:06:01,COMPLETED,22818.0,1140.8,1369.78,1437.27
29,medium,13,09:47:23,10:06:08,10:07:01,COMPLETED,29629.631231451604,897.0,1125.27,1178.73
25,hard,15,09:57:22,10:07:08,10:14:31,COMPLETED,27930.0,7387.9,586.11,1029.01
15,medium,13,09:59:21,10:14:37,10:16:06,COMPLETED,27752.335061442223,1489.4,916.41,1005.52
27,hard,15,09:59:55,10:16:12,10:18:25,COMPLETED,26603.0,2227.6,977.80,1110.76
