task_id,difficulty,n,arrival_sim,start_sim,end_sim,status,cost,real_duration_sec,waiting_time_mili_sec,time_in_system_mili_sec
13,easy,11,08:00:49,08:00:54,08:01:42,COMPLETED,19243.0,812.4,5.16,53.87
8,easy,12,08:04:05,08:04:07,08:04:25,COMPLETED,28495.0,304.6,2.75,20.97
45,medium,13,08:03:22,08:03:25,08:04:32,COMPLETED,27214.0,1116.2,3.22,70.07
39,medium,13,08:04:30,08:04:32,08:06:02,COMPLETED,34139.0,1513.7,2.07,92.87
2,easy,12,08:05:17,08:05:20,08:06:27,COMPLETED,32011.0,1107.8,3.57,70.02
27,easy,11,08:07:36,08:07:39,08:07:57,COMPLETED,28043.0,304.2,3.37,21.59
20,easy,12,08:09:46,08:09:46,08:10:52,COMPLETED,29644.0,1109.5,0.31,66.84
47,easy,11,08:11:30,08:11:35,08:11:47,COMPLETED,21618.0,203.3,5.14,17.29
22,medium,14,08:03:37,08:03:37,08:15:54,COMPLETED,33086.0,12291.5,0.39,737.87
23,easy,11,08:15:45,08:15:48,08:16:13,COMPLETED,23537.0,404.2,3.78,28.01
33,easy,11,08:16:18,08:16:19,08:16:25,COMPLETED,22327.0,101.9,1.06,7.14
12,easy,11,08:18:45,08:18:50,08:19:02,COMPLETED,23811.0,205.5,5.15,17.46
16,easy,11,08:18:53,08:18:56,08:19:02,COMPLETED,23983.0,103.2,3.30,9.46
38,medium,14,08:07:49,08:07:51,08:21:57,COMPLETED,30399.0,14100.0,2.50,848.48
4,easy,12,08:22:07,08:22:09,08:22:51,COMPLETED,26054.0,705.9,2.57,44.88
7,easy,11,08:24:37,08:24:40,08:24:58,COMPLETED,35003.0,306.7,3.53,21.88
28,hard,15,08:02:54,08:02:55,08:25:04,COMPLETED,32763.0,22165.7,1.07,1330.99
3,easy,11,08:24:38,08:24:40,08:25:04,COMPLETED,26683.0,407.5,2.53,26.99
34,easy,12,08:27:49,08:27:54,08:28:18,COMPLETED,26885.0,405.1,5.07,29.37
42,easy,11,08:29:25,08:29:30,08:29:49,COMPLETED,28423.0,306.6,5.94,24.30
36,medium,13,08:32:51,08:32:56,08:34:21,COMPLETED,29671.0,1412.2,5.57,90.27
