task_id,difficulty,n,arrival_sim,start_sim,end_sim,status,cost,real_duration_sec,waiting_time_mili_sec,time_in_system_mili_sec
155,easy,11,08:00:07,08:00:12,08:00:55,COMPLETED,23431.0,707.3,5.68,48.03
51,easy,12,08:00:21,08:00:24,08:01:13,COMPLETED,27450.0,808.5,3.77,52.26
105,easy,12,08:00:50,08:00:55,08:01:19,COMPLETED,27614.0,405.3,5.03,29.32
76,easy,11,08:00:51,08:00:55,08:01:25,COMPLETED,30934.0,505.5,4.03,34.38
108,medium,14,08:00:00,08:00:00,08:03:38,COMPLETED,33142.0,3646.2,0.08,218.73
42,medium,13,08:02:52,08:02:56,08:06:46,COMPLETED,34635.0,3842.5,4.13,234.66
146,medium,14,08:03:03,08:03:08,08:06:52,COMPLETED,34133.0,3740.4,5.34,229.74
156,easy,12,08:07:24,08:07:29,08:07:47,COMPLETED,26368.0,304.8,5.13,23.35
112,easy,12,08:07:49,08:07:53,08:09:06,COMPLETED,24932.0,1216.5,4.44,77.30
110,medium,14,08:00:01,08:00:06,08:09:42,COMPLETED,31206.0,9605.8,5.62,581.95
64,easy,12,08:09:04,08:09:06,08:09:49,COMPLETED,25614.0,716.3,2.30,45.09
157,easy,11,08:09:49,08:09:49,08:09:55,COMPLETED,30811.0,104.6,0.09,6.33
9,easy,11,08:12:10,08:12:15,08:12:33,COMPLETED,34867.0,307.8,5.22,23.47
120,easy,12,08:12:30,08:12:33,08:13:16,COMPLETED,25681.0,719.0,3.47,46.56
140,easy,12,08:09:04,08:09:06,08:13:22,COMPLETED,38172.0,4273.3,2.30,258.65
99,easy,11,08:12:35,08:12:39,08:13:28,COMPLETED,26283.0,819.6,4.75,53.83
133,easy,12,08:13:46,08:13:47,08:14:11,COMPLETED,30718.0,411.9,1.15,25.77
121,hard,15,08:06:30,08:06:34,08:14:36,COMPLETED,27479.0,8027.9,4.49,486.13
67,medium,13,08:11:53,08:11:56,08:15:06,COMPLETED,33947.0,3162.2,3.98,193.62
71,easy,12,08:13:57,08:13:59,08:15:06,COMPLETED,29402.0,1121.8,2.44,69.62
12,easy,12,08:15:15,08:15:18,08:15:49,COMPLETED,32063.0,508.5,3.87,34.42
